/Users/hang/Desktop/SimData/IMG/center_2017_03_05_22_23_14_313.jpg,/Users/hang/Desktop/SimData/IMG/left_2017_03_05_22_23_14_313.jpg,/Users/hang/Desktop/SimData/IMG/right_2017_03_05_22_23_14_313.jpg,0,0,0,3.836793E-06
/Users/hang/Desktop/SimData/IMG/center_2017_03_05_22_23_14_409.jpg,/Users/hang/Desktop/SimData/IMG/left_2017_03_05_22_23_14_409.jpg,/Users/hang/Desktop/SimData/IMG/right_2017_03_05_22_23_14_409.jpg,0,0,0,4.235091E-06
/Users/hang/Desktop/SimData/IMG/center_2017_03_05_22_23_14_505.jpg,/Users/hang/Desktop/SimData/IMG/left_2017_03_05_22_23_14_505.jpg,/Users/hang/Desktop/SimData/IMG/right_2017_03_05_22_23_14_505.jpg,0,0,0,4.833116E-06
/Users/hang/Desktop/SimData/IMG/center_2017_03_05_22_23_14_600.jpg,/Users/hang/Desktop/SimData/IMG/left_2017_03_05_22_23_14_600.jpg,/Users/hang/Desktop/SimData/IMG/right_2017_03_05_22_23_14_600.jpg,0,0,0,9.288736E-07
/Users/hang/Desktop/SimData/IMG/center_2017_03_05_22_23_14_698.jpg,/Users/hang/Desktop/SimData/IMG/left_2017_03_05_22_23_14_698.jpg,/Users/hang/Desktop/SimData/IMG/right_2017_03_05_22_23_14_698.jpg,0,0,0,1.057296E-06
/Users/hang/Desktop/SimData/IMG/center_2017_03_05_22_23_14_791.jpg,/Users/hang/Desktop/SimData/IMG/left_2017_03_05_22_23_14_791.jpg,/Users/hang/Desktop/SimData/IMG/right_2017_03_05_22_23_14_791.jpg,0,0,0,6.162065E-06
/Users/hang/Desktop/SimData/IMG/center_2017_03_05_22_23_14_889.jpg,/Users/hang/Desktop/SimData/IMG/left_2017_03_05_22_23_14_889.jpg,/Users/hang/Desktop/SimData/IMG/right_2017_03_05_22_23_14_889.jpg,0,0,0,1.978464E-06
/Users/hang/Desktop/SimData/IMG/center_2017_03_05_22_23_14_984.jpg,/Users/hang/Desktop/SimData/IMG/left_2017_03_05_22_23_14_984.jpg,/Users/hang/Desktop/SimData/IMG/right_2017_03_05_22_23_14_984.jpg,0,0,0,8.486148E-07
/Users/hang/Desktop/SimData/IMG/center_2017_03_05_22_23_15_078.jpg,/Users/hang/Desktop/SimData/IMG/left_2017_03_05_22_23_15_078.jpg,/Users/hang/Desktop/SimData/IMG/right_2017_03_05_22_23_15_078.jpg,0,0,0,2.970855E-06
/Users/hang/Desktop/SimData/IMG/center_2017_03_05_22_23_15_176.jpg,/Users/hang/Desktop/SimData/IMG/left_2017_03_05_22_23_15_176.jpg,/Users/hang/Desktop/SimData/IMG/right_2017_03_05_22_23_15_176.jpg,0,0,0,1.219459E-06
